Agency,Agency_Type,Distribution_Channel,Product_Name,Duration,Destination,Net_Sales,Commision,Age
7,1,1,1,20,79,23.0,0.0,36
7,1,1,1,271,18,112.0,0.0,39
7,1,1,1,31,53,24.0,0.0,36
7,1,1,1,11,79,20.0,0.0,39
7,1,1,1,17,63,110.0,0.0,36
7,1,1,1,73,126,24.0,0.0,36
7,1,1,1,53,26,39.0,0.0,36
7,1,1,1,111,93,91.0,0.0,36
7,1,1,1,24,126,29.0,0.0,36
7,1,1,1,27,44,88.0,0.0,36
7,1,1,1,151,4,76.0,0.0,36
7,1,1,1,29,129,21.0,0.0,36
7,1,1,1,34,126,26.0,0.0,31
7,1,1,1,90,57,22.0,0.0,36
7,1,1,1,10,79,30.0,0.0,56
7,1,1,1,5,126,37.0,0.0,54
7,1,1,1,47,126,23.0,0.0,57
7,1,1,1,182,26,23.0,0.0,36
7,1,1,1,71,102,20.0,0.0,36
7,1,1,1,7,140,112.0,0.0,33
7,1,1,1,71,102,20.0,0.0,36
7,1,1,1,50,26,50.0,0.0,36
7,1,1,1,62,79,22.0,0.0,38
7,1,1,1,27,129,20.0,0.0,51
7,1,1,1,30,125,20.0,0.0,36
7,1,1,1,12,126,52.0,0.0,36
7,1,1,10,6,79,10.0,0.0,34
7,1,1,10,266,79,10.0,0.0,36
7,1,1,10,55,57,10.0,0.0,28
7,1,1,10,38,61,75.0,0.0,36
7,1,1,10,31,68,80.0,0.0,36
7,1,1,10,11,68,28.0,0.0,36
7,1,1,10,66,93,73.0,0.0,36
7,1,1,10,39,57,22.0,0.0,58
7,1,1,10,146,118,10.0,0.0,31
7,1,1,10,45,4,15.0,0.0,36
7,1,1,10,4,118,10.0,0.0,36
7,1,1,10,168,61,56.0,0.0,36
7,1,1,10,11,26,38.0,0.0,36
7,1,1,10,53,124,80.0,0.0,36
7,1,1,10,14,57,64.0,0.0,43
7,1,1,10,50,125,43.0,0.0,36
7,1,1,10,1,118,10.0,0.0,36
7,1,1,10,4,57,10.0,0.0,36
7,1,1,10,14,56,17.0,0.0,36
7,1,1,10,6,118,10.0,0.0,36
7,1,1,10,36,68,35.0,0.0,36
7,1,1,10,14,118,28.0,0.0,36
7,1,1,10,34,129,20.0,0.0,30
7,1,1,10,74,57,10.0,0.0,49
7,1,1,10,34,57,18.0,0.0,40
7,1,1,10,23,53,23.0,0.0,36
7,1,1,10,12,102,13.0,0.0,36
7,1,1,10,12,102,13.0,0.0,36
7,1,1,10,47,86,80.0,0.0,36
7,1,1,10,89,118,10.0,0.0,36
7,1,1,10,47,26,12.0,0.0,36
7,1,1,10,16,79,12.0,0.0,36
7,1,1,10,63,68,26.0,0.0,36
7,1,1,10,33,129,11.0,0.0,36
7,1,1,10,34,118,10.0,0.0,36
7,1,1,10,16,118,10.0,0.0,36
7,1,1,10,76,79,10.0,0.0,41
7,1,1,10,8,57,24.0,0.0,39
7,1,1,10,23,79,10.0,0.0,53
7,1,1,10,21,145,0.0,0.0,36
7,1,1,10,127,125,15.0,0.0,36
7,1,1,10,10,56,16.0,0.0,36
7,1,1,10,39,79,10.0,0.0,21
7,1,1,10,12,118,28.0,0.0,36
7,1,1,10,182,145,39.0,0.0,36
7,1,1,10,279,118,72.0,0.0,22
7,1,1,10,20,23,23.0,0.0,41
7,1,1,10,43,57,10.0,0.0,25
7,1,1,10,8,18,10.0,0.0,36
7,1,1,10,108,48,80.0,0.0,59
7,1,1,10,167,140,66.0,0.0,32
7,1,1,10,6,145,13.0,0.0,36
7,1,1,10,30,129,10.0,0.0,52
7,1,1,10,6,56,10.0,0.0,34
7,1,1,10,30,129,10.0,0.0,54
7,1,1,10,13,57,15.0,0.0,40
7,1,1,10,19,125,64.0,0.0,36
7,1,1,10,9,18,10.0,0.0,36
7,1,1,10,7,118,10.0,0.0,53
7,1,1,10,30,118,10.0,0.0,36
7,1,1,10,10,79,12.0,0.0,53
7,1,1,10,62,61,65.0,0.0,36
7,1,1,10,5,26,0.0,0.0,36
7,1,1,10,10,129,30.0,0.0,36
7,1,1,10,48,4,32.0,0.0,36
7,1,1,10,50,53,13.0,0.0,36
7,1,1,10,7,129,16.0,0.0,24
7,1,1,10,10,129,20.0,0.0,36
7,1,1,10,9,79,10.0,0.0,39
7,1,1,10,8,57,28.0,0.0,36
7,1,1,10,62,61,69.0,0.0,36
7,1,1,10,30,126,18.0,0.0,36
7,1,1,10,15,4,54.0,0.0,36
7,1,1,10,17,26,35.0,0.0,36
7,1,1,10,92,139,80.0,0.0,36
7,1,1,10,77,56,28.0,0.0,36
7,1,1,10,2,102,25.0,0.0,36
7,1,1,10,43,26,62.0,0.0,36
7,1,1,10,35,26,19.0,0.0,36
7,1,1,0,9,118,20.0,0.0,36
7,1,1,0,92,68,60.0,0.0,36
7,1,1,0,4,118,20.0,0.0,36
7,1,1,0,4,102,25.0,0.0,36
7,1,1,0,12,102,20.0,0.0,36
7,1,1,0,2,26,30.0,0.0,36
7,1,1,0,9,118,62.0,0.0,36
7,1,1,0,32,102,34.0,0.0,36
7,1,1,0,3,145,20.0,0.0,29
8,0,1,25,268,56,273.0,109.2,118
8,0,1,25,10,56,78.0,31.2,118
8,0,1,25,34,56,39.0,15.6,118
8,0,1,25,76,56,100.0,40.0,118
12,0,1,25,87,19,23.0,9.2,23
12,0,1,25,209,19,23.0,9.2,24
12,0,1,25,5,19,15.0,6.0,28
9,0,1,8,38,123,22.0,7.7,50
9,0,1,8,3,145,22.0,7.7,50
9,0,1,8,7,102,22.0,7.7,41
9,0,1,8,10,129,22.0,7.7,48
9,0,1,8,4,53,26.0,9.1,44
9,0,1,8,32,26,26.0,9.1,59
9,0,1,8,3,79,18.0,6.3,45
9,0,1,8,7,129,22.0,7.7,35
9,0,1,8,10,26,26.0,9.1,45
9,0,1,8,22,129,22.0,7.7,52
9,0,1,8,3,79,18.0,6.3,47
9,0,1,8,34,129,47.0,16.45,63
9,0,1,8,38,53,69.0,24.15,67
9,0,1,8,10,26,35.0,12.25,66
9,0,1,8,32,26,56.0,19.6,25
9,0,1,8,33,26,26.0,9.1,24
9,0,1,8,33,26,26.0,9.1,30
9,0,1,8,3,79,18.0,6.3,61
9,0,1,8,75,129,22.0,7.7,55
9,0,1,8,92,102,33.0,11.55,35
9,0,1,8,7,126,26.0,9.1,47
9,0,1,8,82,57,30.0,10.5,34
9,0,1,8,89,57,42.0,14.7,31
9,0,1,8,10,57,18.0,6.3,48
9,0,1,25,53,139,125.0,43.75,30
4,1,0,12,60,129,29.0,9.57,72
0,1,1,25,100,41,109.0,41.42,22
1,0,1,25,18,102,34.0,11.9,118
1,0,1,25,34,102,34.0,11.9,118
2,0,1,9,64,118,46.15,11.54,23
2,0,1,9,7,118,23.4,5.85,36
2,0,1,9,13,118,30.55,7.64,62
2,0,1,9,100,118,59.15,14.79,32
2,0,1,9,10,118,29.9,7.47,26
2,0,1,9,10,118,38.35,9.59,26
2,0,1,9,5,118,17.55,4.39,35
2,0,1,17,7,118,24.05,6.01,61
2,0,1,4,368,118,252.85,63.21,39
2,0,1,4,366,118,252.85,63.21,36
2,0,1,4,371,118,187.85,46.96,33
2,0,1,3,379,118,278.85,69.71,23
6,1,1,16,6,57,29.7,17.82,29
6,1,1,16,73,44,247.5,148.5,44
6,1,1,16,27,140,29.7,17.82,38
6,1,1,16,242,4,89.1,53.46,61
6,1,1,16,29,4,59.4,35.64,44
6,1,1,16,52,140,69.3,41.58,52
6,1,1,16,5,129,19.8,11.88,60
6,1,1,16,5,4,39.6,23.76,29
6,1,1,16,35,4,128.7,77.22,41
6,1,1,16,16,4,59.4,35.64,22
6,1,1,16,3,139,29.7,17.82,49
6,1,1,16,5,79,29.7,17.82,34
6,1,1,16,17,63,89.1,53.46,40
6,1,1,16,21,61,207.9,124.74,47
6,1,1,16,2,118,9.9,5.94,34
6,1,1,16,1,91,9.9,5.94,41
6,1,1,16,20,79,49.5,29.7,32
6,1,1,16,30,68,19.8,11.88,25
6,1,1,16,11,140,59.4,35.64,54
6,1,1,16,40,4,29.7,17.82,29
6,1,1,16,33,79,39.6,23.76,33
6,1,1,16,17,4,0.0,59.4,62
6,1,1,16,31,55,69.3,41.58,43
6,1,1,16,17,4,99.0,59.4,62
6,1,1,16,19,68,29.7,17.82,28
6,1,1,16,7,129,39.6,23.76,30
6,1,1,16,20,63,0.0,41.58,47
6,1,1,16,10,93,49.5,29.7,34
6,1,1,16,18,32,89.1,53.46,35
6,1,1,16,5,29,9.9,5.94,43
7,1,1,1,31,118,25.0,0.0,36
7,1,1,1,18,88,31.0,0.0,36
7,1,1,1,20,129,25.0,0.0,29
7,1,1,1,9,57,20.0,0.0,36
7,1,1,1,24,129,41.0,0.0,36
7,1,1,1,33,88,20.0,0.0,36
7,1,1,1,10,118,32.0,0.0,36
7,1,1,1,18,11,112.0,0.0,36
7,1,1,1,12,57,20.0,0.0,36
7,1,1,1,50,140,112.0,0.0,30
7,1,1,1,14,140,71.0,0.0,41
7,1,1,1,75,63,38.0,0.0,48
7,1,1,1,15,26,34.0,0.0,36
7,1,1,1,9,79,20.0,0.0,28
7,1,1,1,6,56,29.0,0.0,36
7,1,1,1,43,129,32.0,0.0,36
7,1,1,1,17,129,42.0,0.0,60
7,1,1,1,23,26,39.0,0.0,36
7,1,1,1,30,126,20.0,0.0,64
7,1,1,1,5,79,28.0,0.0,30
7,1,1,1,12,145,21.0,0.0,63
7,1,1,1,12,53,21.0,0.0,36
7,1,1,1,18,139,112.0,0.0,36
7,1,1,1,12,53,21.0,0.0,36
7,1,1,1,20,93,90.0,0.0,36
7,1,1,1,36,53,44.0,0.0,36
7,1,1,1,6,79,35.0,0.0,36
7,1,1,1,11,140,33.0,0.0,58
7,1,1,1,40,124,75.0,0.0,36
7,1,1,1,80,102,20.0,0.0,36
7,1,1,1,24,126,20.0,0.0,36
7,1,1,1,4,7,28.0,0.0,36
7,1,1,1,46,126,29.0,0.0,36
7,1,1,1,72,118,97.0,0.0,24
7,1,1,1,26,102,27.0,0.0,36
7,1,1,1,19,145,20.0,0.0,36
7,1,1,1,10,87,112.0,0.0,36
7,1,1,1,69,44,83.0,0.0,36
7,1,1,1,12,118,31.0,0.0,38
7,1,1,1,80,129,70.0,0.0,36
7,1,1,1,37,102,22.0,0.0,36
7,1,1,1,27,63,75.0,0.0,36
7,1,1,1,46,102,26.0,0.0,36
7,1,1,1,42,102,20.0,0.0,36
7,1,1,1,42,140,112.0,0.0,54
7,1,1,1,39,102,20.0,0.0,36
7,1,1,1,79,21,24.0,0.0,36
7,1,1,1,17,26,43.0,0.0,36
7,1,1,1,10,102,39.0,0.0,36
7,1,1,1,9,129,20.0,0.0,48
7,1,1,1,33,88,20.0,0.0,36
7,1,1,1,119,129,20.0,0.0,48
7,1,1,1,13,129,29.0,0.0,36
7,1,1,1,39,126,20.0,0.0,36
7,1,1,1,12,129,29.0,0.0,42
7,1,1,10,19,79,10.0,0.0,28
7,1,1,10,14,79,10.0,0.0,52
7,1,1,10,9,145,24.0,0.0,45
7,1,1,10,9,26,26.0,0.0,36
7,1,1,10,67,122,35.0,0.0,36
7,1,1,10,31,53,24.0,0.0,36
7,1,1,10,55,140,128.0,0.0,52
7,1,1,10,7,26,0.0,0.0,36
7,1,1,10,51,140,80.0,0.0,52
7,1,1,10,19,118,16.0,0.0,28
7,1,1,10,19,118,16.0,0.0,25
7,1,1,10,41,79,18.0,0.0,36
7,1,1,10,8,118,20.0,0.0,36
7,1,1,10,7,57,20.0,0.0,34
7,1,1,10,22,4,10.0,0.0,36
7,1,1,10,5,26,17.0,0.0,36
7,1,1,10,12,118,46.0,0.0,36
7,1,1,10,16,53,10.0,0.0,23
7,1,1,10,36,63,38.0,0.0,36
7,1,1,10,91,68,43.0,0.0,36
7,1,1,10,6,26,11.0,0.0,36
7,1,1,10,34,26,43.0,0.0,36
7,1,1,10,10,26,15.0,0.0,36
7,1,1,10,15,26,18.0,0.0,36
7,1,1,10,91,68,43.0,0.0,36
7,1,1,10,16,145,16.0,0.0,36
7,1,1,10,6,129,10.0,0.0,27
7,1,1,10,91,68,43.0,0.0,36
7,1,1,10,9,57,10.0,0.0,42
7,1,1,10,29,129,10.0,0.0,36
7,1,1,10,34,129,10.0,0.0,27
7,1,1,10,124,126,18.0,0.0,36
7,1,1,10,29,4,23.0,0.0,36
7,1,1,10,56,126,15.0,0.0,36
7,1,1,10,8,57,21.0,0.0,36
7,1,1,10,69,44,97.0,0.0,36
7,1,1,10,56,26,11.0,0.0,36
7,1,1,10,95,57,11.0,0.0,39
7,1,1,10,8,79,10.0,0.0,40
7,1,1,10,52,126,10.0,0.0,36
7,1,1,10,41,26,36.0,0.0,36
7,1,1,10,40,124,55.0,0.0,36
7,1,1,10,12,129,17.0,0.0,32
7,1,1,10,37,118,53.0,0.0,36
7,1,1,10,264,131,80.0,0.0,36
7,1,1,10,20,23,27.0,0.0,36
7,1,1,10,29,129,10.0,0.0,54
7,1,1,10,38,56,10.0,0.0,48
7,1,1,10,12,26,16.0,0.0,36
7,1,1,10,69,126,10.0,0.0,28
7,1,1,10,82,57,10.0,0.0,36
7,1,1,10,96,44,73.0,0.0,36
7,1,1,10,40,26,10.0,0.0,36
7,1,1,10,179,68,22.0,0.0,26
7,1,1,10,15,79,10.0,0.0,24
7,1,1,10,6,118,10.0,0.0,36
7,1,1,10,33,65,80.0,0.0,36
7,1,1,10,61,125,57.0,0.0,36
7,1,1,10,36,118,66.0,0.0,36
7,1,1,10,11,4,24.0,0.0,36
7,1,1,10,54,93,15.0,0.0,36
7,1,1,10,27,118,10.0,0.0,36
7,1,1,10,207,26,25.0,0.0,36
7,1,1,10,10,53,27.0,0.0,36
7,1,1,10,12,53,19.0,0.0,36
7,1,1,10,17,26,32.0,0.0,36
7,1,1,10,79,68,24.0,0.0,28
7,1,1,10,19,68,67.0,0.0,36
7,1,1,10,83,118,53.0,0.0,36
7,1,1,10,79,4,10.0,0.0,36
7,1,1,10,76,4,22.0,0.0,36
7,1,1,10,32,145,34.0,0.0,36
7,1,1,10,62,56,50.0,0.0,36
7,1,1,10,65,56,10.0,0.0,36
7,1,1,10,11,102,27.0,0.0,48
7,1,1,10,70,118,37.0,0.0,36
7,1,1,10,17,129,54.0,0.0,36
7,1,1,10,3,118,16.0,0.0,30
7,1,1,10,10,138,51.0,0.0,36
7,1,1,10,24,126,14.0,0.0,59
7,1,1,10,38,68,20.0,0.0,36
7,1,1,10,23,79,10.0,0.0,36
7,1,1,10,111,140,80.0,0.0,30
7,1,1,10,11,4,24.0,0.0,36
7,1,1,10,34,56,17.0,0.0,39
7,1,1,10,77,23,43.0,0.0,36
7,1,1,0,3,118,20.0,0.0,36
7,1,1,0,4,26,30.0,0.0,36
7,1,1,0,1,118,37.0,0.0,36
7,1,1,0,1,88,20.0,0.0,36
7,1,1,0,9,118,20.0,0.0,36
7,1,1,0,5,26,26.0,0.0,36
7,1,1,0,24,118,20.0,0.0,36
7,1,1,0,23,118,87.0,0.0,30
7,1,1,0,48,57,21.0,0.0,36
7,1,1,0,48,57,21.0,0.0,36
7,1,1,0,48,57,23.0,0.0,36
7,1,1,0,130,61,20.0,0.0,36
7,1,1,0,31,57,20.0,0.0,31
8,0,1,25,0,56,31.0,12.4,118
8,0,1,25,6,56,31.0,12.4,118
10,1,1,25,41,57,28.0,10.64,48
10,1,1,25,14,11,58.0,22.04,48
12,0,1,25,3,19,15.0,6.0,36
12,0,1,25,5,19,15.0,6.0,39
12,0,1,25,6,19,15.0,6.0,29
12,0,1,25,11,19,23.0,9.2,27
12,0,1,25,2,19,15.0,6.0,45
13,0,1,22,67,118,5.52,1.55,48
13,0,1,22,32,118,7.09,1.99,48
9,0,1,8,5,102,18.0,6.3,60
9,0,1,8,33,26,35.0,12.25,59
9,0,1,8,51,79,22.0,7.7,72
9,0,1,8,24,4,26.0,9.1,56
9,0,1,8,82,57,42.0,14.7,38
9,0,1,8,41,26,22.0,7.7,23
9,0,1,8,65,79,30.0,10.5,53
9,0,1,8,9,102,0.0,6.3,64
9,0,1,8,101,57,52.0,18.2,36
9,0,1,8,9,102,18.0,6.3,64
9,0,1,8,77,53,26.0,9.1,51
9,0,1,8,45,26,69.0,24.15,52
9,0,1,8,192,90,0.0,24.15,54
9,0,1,8,28,79,18.0,6.3,42
9,0,1,8,13,53,22.0,7.7,34
9,0,1,8,5,129,18.0,6.3,51
9,0,1,8,9,26,22.0,7.7,55
9,0,1,8,17,79,18.0,6.3,44
9,0,1,8,2,57,18.0,6.3,33
9,0,1,8,82,57,30.0,10.5,35
9,0,1,25,18,63,58.0,20.3,29
9,0,1,25,11,129,33.0,11.55,31
9,0,1,25,10,126,45.0,15.75,63
9,0,1,15,6,140,91.0,31.85,45
6,1,0,16,28,125,99.0,59.4,118
1,0,1,25,10,26,40.0,14.0,38
2,0,1,9,5,118,17.55,4.39,28
2,0,1,9,6,118,17.55,4.39,52
2,0,1,9,5,118,36.0,9.0,34
2,0,1,9,5,118,17.55,4.39,47
2,0,1,9,4,118,23.4,5.85,34
2,0,1,17,5,118,24.05,6.01,27
2,0,1,17,75,118,24.05,6.01,40
2,0,1,17,6,118,24.05,6.01,29
2,0,1,17,15,118,24.05,6.01,29
2,0,1,13,48,118,99.45,24.86,58
2,0,1,4,378,118,252.85,63.21,43
2,0,1,4,366,118,187.85,46.96,65
2,0,1,4,383,118,252.85,63.21,38
2,0,1,4,365,118,202.3,50.58,68
2,0,1,3,365,118,389.35,97.34,45
6,1,1,16,32,79,19.8,11.88,31
6,1,1,16,112,4,49.5,29.7,42
6,1,1,16,62,4,138.6,83.16,44
6,1,1,16,8,4,29.7,17.82,44
6,1,1,16,23,133,29.7,17.82,31
6,1,1,16,16,140,108.9,65.34,30
6,1,1,16,11,93,89.1,53.46,22
6,1,1,16,5,79,29.7,17.82,31
6,1,1,16,19,138,19.8,11.88,31
6,1,1,16,10,140,9.9,5.94,47
6,1,1,16,10,87,59.4,35.64,29
6,1,1,16,28,79,49.5,29.7,61
6,1,1,16,186,118,29.7,17.82,31
6,1,1,16,102,4,49.5,29.7,23
6,1,1,16,161,91,9.9,5.94,31
6,1,1,16,99,104,0.0,83.16,31
6,1,1,16,99,104,0.0,83.16,31
6,1,1,16,5,79,0.0,17.82,31
6,1,1,16,186,118,0.0,11.88,31
6,1,1,16,99,104,0.0,83.16,31
6,1,1,16,158,104,0.0,11.88,31
6,1,1,16,26,140,59.4,35.64,29
6,1,1,16,6,97,9.9,5.94,56
6,1,1,16,23,4,39.6,23.76,23
6,1,1,16,11,129,19.8,11.88,31
6,1,1,16,68,139,69.3,41.58,56
6,1,1,16,60,79,19.8,11.88,50
6,1,1,16,28,4,49.5,29.7,66
6,1,1,16,36,68,39.6,23.76,26
7,1,1,1,63,126,20.0,0.0,36
7,1,1,1,204,26,22.0,0.0,36
7,1,1,1,7,21,25.0,0.0,36
7,1,1,1,7,57,20.0,0.0,36
7,1,1,1,44,88,20.0,0.0,36
7,1,1,1,13,79,20.0,0.0,36
7,1,1,1,18,56,29.0,0.0,36
7,1,1,1,8,26,72.0,0.0,36
7,1,1,1,12,26,38.0,0.0,36
7,1,1,1,8,79,20.0,0.0,36
7,1,1,1,19,126,27.0,0.0,36
7,1,1,1,39,26,43.0,0.0,36
7,1,1,1,9,26,112.0,0.0,36
7,1,1,1,197,56,36.0,0.0,36
7,1,1,1,67,31,94.0,0.0,36
7,1,1,1,60,26,40.0,0.0,36
7,1,1,1,7,53,21.0,0.0,54
7,1,1,1,70,139,86.0,0.0,36
7,1,1,1,5,63,62.0,0.0,36
7,1,1,1,9,79,20.0,0.0,57
7,1,1,1,8,145,42.0,0.0,36
7,1,1,1,9,79,20.0,0.0,53
7,1,1,1,60,63,36.0,0.0,36
7,1,1,1,12,26,110.0,0.0,36
7,1,1,1,32,79,20.0,0.0,36
7,1,1,1,49,53,23.0,0.0,36
7,1,1,1,18,80,32.0,0.0,36
7,1,1,1,43,63,31.0,0.0,36
7,1,1,1,122,102,28.0,0.0,36
7,1,1,1,93,140,92.0,0.0,35
7,1,1,1,247,68,28.0,0.0,36
7,1,1,1,247,68,28.0,0.0,36
7,1,1,1,41,26,27.0,0.0,36
7,1,1,1,57,61,80.0,0.0,36
7,1,1,1,8,145,20.0,0.0,33
7,1,1,1,21,145,22.0,0.0,36
7,1,1,1,180,79,27.0,0.0,42
7,1,1,1,66,102,20.0,0.0,36
7,1,1,1,12,53,28.0,0.0,36
7,1,1,1,39,79,20.0,0.0,36
7,1,1,1,241,140,61.0,0.0,37
7,1,1,1,17,77,29.0,0.0,44
7,1,1,1,10,79,20.0,0.0,67
7,1,1,1,103,145,20.0,0.0,52
7,1,1,1,20,26,32.0,0.0,36
7,1,1,1,189,126,25.0,0.0,36
7,1,1,1,16,53,40.0,0.0,36
7,1,1,1,80,57,20.0,0.0,36
7,1,1,1,13,26,36.0,0.0,36
7,1,1,1,10,57,33.0,0.0,36
7,1,1,1,16,138,61.0,0.0,36
7,1,1,1,201,90,37.0,0.0,36
7,1,1,1,13,26,22.0,0.0,36
7,1,1,1,35,44,72.0,0.0,36
7,1,1,1,48,63,93.0,0.0,36
7,1,1,1,27,4,63.0,0.0,36
7,1,1,10,20,79,10.0,0.0,39
7,1,1,10,32,26,14.0,0.0,36
7,1,1,10,17,140,38.0,0.0,46
7,1,1,10,14,145,44.0,0.0,36
7,1,1,10,37,61,56.0,0.0,36
7,1,1,10,9,57,13.0,0.0,42
7,1,1,10,78,57,14.0,0.0,36
7,1,1,10,18,121,80.0,0.0,36
7,1,1,10,33,145,11.0,0.0,36
7,1,1,10,2,57,26.0,0.0,62
7,1,1,10,68,133,63.0,0.0,36
7,1,1,10,3,26,38.0,0.0,36
7,1,1,10,51,102,10.0,0.0,36
7,1,1,10,15,129,22.0,0.0,36
7,1,1,10,21,57,11.0,0.0,20
7,1,1,10,19,56,28.0,0.0,36
7,1,1,10,80,118,10.0,0.0,23
7,1,1,10,3,56,10.0,0.0,36
7,1,1,10,43,68,27.0,0.0,36
7,1,1,10,1,79,32.0,0.0,36
7,1,1,10,79,57,35.0,0.0,34
7,1,1,10,96,61,72.0,0.0,36
7,1,1,10,114,124,115.0,0.0,36
7,1,1,10,1,26,18.0,0.0,36
7,1,1,10,1,129,10.0,0.0,36
7,1,1,10,13,129,16.0,0.0,36
7,1,1,10,69,53,44.0,0.0,36
7,1,1,10,32,4,37.0,0.0,36
7,1,1,10,91,68,17.0,0.0,36
7,1,1,10,7,140,10.0,0.0,46
7,1,1,10,19,140,10.0,0.0,47
7,1,1,10,6,79,10.0,0.0,26
7,1,1,10,4,56,10.0,0.0,23
7,1,1,10,6,79,10.0,0.0,54
7,1,1,10,11,129,10.0,0.0,36
7,1,1,10,19,26,25.0,0.0,36
7,1,1,10,78,57,10.0,0.0,32
7,1,1,10,2,145,18.0,0.0,36
7,1,1,10,53,61,67.0,0.0,36
7,1,1,10,72,102,20.0,0.0,36
7,1,1,10,119,41,14.0,0.0,45
7,1,1,10,55,102,10.0,0.0,36
7,1,1,10,108,68,64.0,0.0,36
7,1,1,10,53,53,19.0,0.0,36
7,1,1,10,8,56,21.0,0.0,36
7,1,1,10,18,88,19.0,0.0,49
7,1,1,10,24,129,10.0,0.0,23
7,1,1,10,10,88,18.0,0.0,41
7,1,1,10,99,57,11.0,0.0,36
7,1,1,10,3,4,18.0,0.0,36
7,1,1,10,19,145,10.0,0.0,25
7,1,1,10,3,79,10.0,0.0,36
7,1,1,10,44,139,45.0,0.0,36
7,1,1,10,131,123,28.0,0.0,36
7,1,1,10,41,68,29.0,0.0,36
7,1,1,10,4,57,11.0,0.0,36
7,1,1,10,21,79,10.0,0.0,36
7,1,1,10,38,26,23.0,0.0,36
7,1,1,10,21,129,45.0,0.0,36
7,1,1,10,95,102,13.0,0.0,36
7,1,1,10,6,79,10.0,0.0,36
7,1,1,10,6,79,10.0,0.0,36
7,1,1,10,25,53,19.0,0.0,36
7,1,1,10,17,71,10.0,0.0,36
7,1,1,10,3,118,11.0,0.0,36
7,1,1,10,242,118,80.0,0.0,71
7,1,1,10,6,57,24.0,0.0,48
7,1,1,10,4,102,22.0,0.0,36
7,1,1,10,20,79,10.0,0.0,36
7,1,1,10,19,53,22.0,0.0,36
7,1,1,10,31,129,30.0,0.0,36
7,1,1,10,37,26,30.0,0.0,36
7,1,1,10,82,102,20.0,0.0,36
7,1,1,10,19,102,35.0,0.0,36
7,1,1,0,1,129,24.0,0.0,36
7,1,1,0,31,118,25.0,0.0,36
7,1,1,0,24,68,29.0,0.0,37
7,1,1,0,24,56,20.0,0.0,36
7,1,1,0,4,79,20.0,0.0,36
7,1,1,0,37,63,20.0,0.0,37
7,1,1,0,18,26,23.0,0.0,36
7,1,1,0,11,68,20.0,0.0,27
7,1,1,0,9,26,24.0,0.0,36
7,1,1,0,29,140,33.0,0.0,46
7,1,1,0,29,140,33.0,0.0,42
7,1,1,0,13,129,20.0,0.0,36
7,1,1,0,3,79,20.0,0.0,36
8,0,1,25,20,56,72.0,28.8,118
8,0,1,25,1,56,31.0,12.4,118
8,0,1,25,5,56,31.0,12.4,118
8,0,1,25,14,56,62.0,24.8,118
10,1,1,25,68,91,95.0,36.1,48
10,1,1,15,97,91,130.0,49.4,48
12,0,1,25,16,19,15.0,6.0,35
12,0,1,25,9,19,15.0,6.0,41
12,0,1,25,15,19,23.0,9.2,37
12,0,1,25,16,19,15.0,6.0,46
12,0,1,25,9,19,15.0,6.0,48
13,0,1,22,24,118,4.63,1.3,48
9,0,1,8,29,4,35.0,12.25,34
9,0,1,8,11,53,40.0,14.0,51
9,0,1,8,12,53,26.0,9.1,60
9,0,1,8,3,53,22.0,7.7,45
9,0,1,8,24,53,22.0,7.7,36
9,0,1,8,16,129,18.0,6.3,50
9,0,1,8,5,53,26.0,9.1,45
9,0,1,8,16,102,18.0,6.3,46
9,0,1,8,5,53,26.0,9.1,23
9,0,1,8,10,129,30.0,10.5,61
9,0,1,8,58,88,33.0,11.55,48
9,0,1,8,6,145,22.0,7.7,39
9,0,1,8,8,26,26.0,9.1,38
9,0,1,8,8,56,26.0,9.1,29
9,0,1,8,180,102,30.0,10.5,33
9,0,1,8,45,88,47.0,16.45,35
9,0,1,8,19,129,22.0,7.7,45
9,0,1,8,29,129,22.0,7.7,53
9,0,1,8,26,129,30.0,10.5,46
9,0,1,8,10,26,26.0,9.1,62
9,0,1,8,24,102,18.0,6.3,118
4,1,0,12,51,129,29.0,9.57,118
3,1,0,12,46,79,29.0,9.57,71
2,0,1,9,41,118,30.55,7.64,28
2,0,1,9,4,118,16.2,4.05,35
2,0,1,17,3,118,30.0,7.5,37
2,0,1,17,18,118,93.6,23.4,65
2,0,1,4,385,118,389.0,97.25,44
2,0,1,4,364,118,213.95,53.49,30
2,0,1,4,377,118,252.85,63.21,62
2,0,1,4,364,118,252.85,63.21,34
2,0,1,4,365,118,187.85,46.96,59
2,0,1,3,367,118,278.85,69.71,71
6,1,1,16,58,4,59.4,35.64,42
6,1,1,16,70,129,19.8,11.88,53
6,1,1,16,4,4,39.6,23.76,62
6,1,1,16,13,139,29.7,17.82,30
6,1,1,16,5,79,39.6,23.76,44
6,1,1,16,29,139,69.3,41.58,51
6,1,1,16,29,139,69.3,41.58,51
6,1,1,16,3,79,19.8,11.88,37
6,1,1,16,43,44,0.0,29.7,31
6,1,1,16,45,4,0.0,47.52,56
6,1,1,16,10,122,49.5,29.7,40
6,1,1,16,13,129,29.7,17.82,31
6,1,1,16,7,125,29.7,17.82,46
6,1,1,16,85,139,19.8,11.88,45
6,1,1,16,4,4,39.6,23.76,42
6,1,1,16,7,139,29.7,17.82,54
6,1,1,16,21,122,89.1,53.46,67
6,1,1,16,15,4,59.4,35.64,53
6,1,1,16,56,93,79.2,47.52,53
